Date/Time,Electricity:HVAC [J](TimeStep),Heating:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly) 
 04/19  03:00:00,25036918.099636495,20004223.61785792,175474.59448469395,1786811.399999996,37075334.29963648 
 04/19  04:00:00,26522307.426091935,21665087.538798053,0.0,1786811.399999996,38560723.62609193 
 04/19  05:00:00,26985210.653485753,22127990.76619187,0.0,1786811.399999996,39023626.85348574 
 04/19  06:00:00,26039251.73164142,21182031.844347537,0.0,3573622.799999992,39864479.331641406 
 04/19  07:00:00,58435676.365000926,53578456.47770704,0.0,3573622.799999992,72260903.96500091 
 04/19  08:00:00,33035505.456318364,28178285.56902448,0.0,10720868.399999974,54007978.65631833 
 04/19  09:00:00,2265350.348383584,0.0,0.0,32162605.199999925,57494066.34838351 
 04/19  10:00:00,3481702.4305024357,0.0,1294619.4807721647,32162605.199999925,58710418.430502355 
 04/19  11:00:00,5228822.782030454,0.0,3621148.144513634,32162605.199999925,60457538.78203036 
 04/19  12:00:00,4171583.1333942562,0.0,2588163.110437713,32162605.199999925,59400299.13339416 
 04/19  13:00:00,4729277.347536052,0.0,3131258.341535501,32162605.199999925,57395092.14753596 
 04/19  14:00:00,10768129.572935097,0.0,9856621.004418287,32162605.199999925,65996845.57293502 
 04/19  15:00:00,13850949.756177325,0.0,12672601.033105496,32162605.199999925,69079665.75617723 
 04/19  16:00:00,16162544.952936266,0.0,14680627.208439786,32162605.199999925,71391260.95293619 
 04/19  17:00:00,17327173.01485092,0.0,15656837.092162762,32162605.199999925,72555889.01485084 
 04/19  18:00:00,11389630.060106168,0.0,10448504.755634801,25015359.599999942,56908199.260106094 
 04/19  19:00:00,2553796.059215081,173304.25752788573,0.0,17868113.99999996,35799317.259215035 
 04/19  20:00:00,497808.173376787,0.0,0.0,17868113.99999996,33743329.373376735 
 04/19  21:00:00,4339265.604702968,1426233.1118808042,0.0,10720868.399999974,27874640.004702937 
 04/19  22:00:00,9782291.960067254,4925072.072773373,0.0,10720868.399999974,33317666.360067226 
 04/19  23:00:00,24100822.361239403,18986065.468647823,257537.00529769514,3573622.799999992,37926049.96123938 
 04/19  24:00:00,29257922.19410597,23913726.234392233,486976.0724198541,1786811.399999996,41296338.39410597 
 04/20  01:00:00,31694662.479745753,26122346.083449535,715096.509002331,1786811.399999996,43733078.67974575 
 04/20  02:00:00,33208742.051028624,27522061.085303742,829461.0784309959,1786811.399999996,45247158.25102862 
 04/20  03:00:00,33846573.67434307,28279268.50127625,710085.2857729377,1786811.399999996,45884989.87434305 
 04/20  04:00:00,34211711.346045114,28644353.077916835,710138.3808344,1786811.399999996,46250127.54604511 
 04/20  05:00:00,34501241.83920948,28938810.82584998,705211.1260656205,1786811.399999996,46539658.03920948 
 04/20  06:00:00,32623388.920832258,27065789.845212225,700379.1883261527,3573622.799999992,46448616.52083225 
 04/20  07:00:00,59557639.25804136,54004778.313662186,695641.057085307,3573622.799999992,73382866.85804138 
 04/20  08:00:00,22277044.763479102,16613052.984586505,806771.8915987145,10720868.399999974,43249517.96347909 
 04/20  09:00:00,4035228.271970792,0.0,2286392.1197803305,32162605.199999925,59263944.27197071 
 04/20  10:00:00,6290364.422193298,0.0,4688908.635627966,32162605.199999925,61519080.422193214 
 04/20  11:00:00,5641437.9110462405,0.0,4543898.184386427,32162605.199999925,60870153.91104616 
 04/20  12:00:00,5524384.901048256,0.0,3952274.450843432,32162605.199999925,60753100.90104817 
 04/20  13:00:00,6230416.2801594045,0.0,4641430.339207474,32162605.199999925,58896231.080159314 
 04/20  14:00:00,12540843.232171554,0.0,11621348.364083575,32162605.199999925,67769559.23217148 
 04/20  15:00:00,15641329.870783169,0.0,14418418.8656204,32162605.199999925,70870045.87078309 
 04/20  16:00:00,18100610.265829775,0.0,16519296.613646826,32162605.199999925,73329326.2658297 
 04/20  17:00:00,19648138.931748677,0.0,17798117.993110918,32162605.199999925,74876854.9317486 
 04/20  18:00:00,13399070.286286313,0.0,12432644.434065303,25015359.599999942,58917639.48628624 
 04/20  19:00:00,3475306.356463528,16368.824567157117,1414652.3044989742,17868113.99999996,36720827.556463465 
 04/20  20:00:00,1680023.2081736617,0.0,1182215.0347968747,17868113.99999996,34925544.40817361 
 04/20  21:00:00,4076569.585220471,767782.3319590202,1058817.014595472,10720868.399999974,27611943.98522044 
 04/20  22:00:00,9209426.046344992,3598696.0584694967,944029.195071605,10720868.399999974,32744800.446344964 
 04/20  23:00:00,24672839.692022394,18878234.779867522,937385.0248609853,3573622.799999992,38498067.292022385 
 04/20  24:00:00,30155115.80387094,24468411.807523724,829484.1090533308,1786811.399999996,42193532.00387093 
 04/21  01:00:00,31292968.579433836,25594491.139554612,841257.5525853446,1786811.399999996,43331384.77943384 
 04/21  02:00:00,31898207.38960809,26187751.12232072,853236.3799934884,1786811.399999996,43936623.58960808 
 04/21  03:00:00,31642743.028911512,25696065.90963488,1089457.2319827485,1786811.399999996,43681159.22891151 
 04/21  04:00:00,31763760.200651646,25801191.12885757,1105349.1845001883,1786811.399999996,43802176.40065163 
 04/21  05:00:00,31747269.55562542,25646299.67770059,1243749.9906309478,1786811.399999996,43785685.75562542 
 04/21  06:00:00,30123524.199950084,23889951.986181654,1376352.3264745541,3573622.799999992,43948751.79995008 
 04/21  07:00:00,62213863.02672792,55682693.400564186,1673949.7388698473,3573622.799999992,76039090.62672788 
 04/21  08:00:00,33812014.673045225,27023328.812779114,1931465.972972223,10720868.399999974,54784487.87304519 
 04/21  09:00:00,4310283.4394551385,0.0,2044973.7198541681,32162605.199999925,59538999.439455055 
 04/21  10:00:00,5616577.251673634,0.0,3268377.450893211,32162605.199999925,60845293.25167354 
 04/21  11:00:00,7763221.946051354,0.0,6406584.007435687,32162605.199999925,62991937.94605127 
 04/21  12:00:00,7343894.558277142,0.0,6246260.314245767,32162605.199999925,62572610.55827706 
 04/21  13:00:00,8968896.57183766,0.0,7833752.8980816845,32162605.199999925,61634711.37183757 
 04/21  14:00:00,15930506.90078238,0.0,14903813.967795067,32162605.199999925,71159222.9007823 
 04/21  15:00:00,18211664.306169383,0.0,16918802.26085373,32162605.199999925,73440380.3061693 
 04/21  16:00:00,19946081.65334256,0.0,18357188.114484657,32162605.199999925,75174797.65334247 
 04/21  17:00:00,19669010.636745926,0.0,18116935.112770263,32162605.199999925,74897726.63674584 
 04/21  18:00:00,12504131.137995945,0.0,11698205.579927336,25015359.599999942,58022700.33799586 
 04/21  19:00:00,6994658.739220852,0.0,2777635.5559734344,17868113.99999996,40240179.9392208 
 04/21  20:00:00,3170678.120214679,0.0,2672869.946837892,17868113.99999996,36416199.32021463 
 04/21  21:00:00,3786884.398021082,99666.04262245144,2672869.9628745453,10720868.399999974,27322258.79802105 
 04/21  22:00:00,7697173.837524446,871105.265349699,2652393.4958318835,10720868.399999974,31232548.237524413 
 04/21  23:00:00,22538707.961663216,15029094.57630765,2652393.498061686,3573622.799999992,36363935.56166321 
 04/21  24:00:00,27497118.011900056,19987504.626544483,2652393.4980616877,1786811.399999996,39535534.21190003 
 04/22  01:00:00,5268617.638705209,471902.1564739982,2652393.498061687,1786811.399999996,14744132.638705198 
 04/22  02:00:00,9721817.227442207,2191727.3749804837,2672869.96516784,1786811.399999996,19197332.227442198 
 04/22  03:00:00,11183229.455668718,3632382.5667295535,2693627.0016452824,1786811.399999996,20658744.455668706 
 04/22  04:00:00,13156840.490002079,5585044.226919375,2714576.375788821,1786811.399999996,22632355.49000207 
 04/22  05:00:00,13601588.226912469,5904264.505312361,2840103.8343062247,1786811.399999996,23077103.226912454 
 04/22  06:00:00,13960529.489894016,6240895.621328415,2862413.9812717186,1786811.399999996,23436044.489894003 
 04/22  07:00:00,8043677.788879851,173364.273066775,3013093.628519192,3573622.799999992,21868905.38887984 
 04/22  08:00:00,4160467.855531903,0.0,3141581.2824238488,3573622.799999992,17985695.455531895 
 04/22  09:00:00,3639378.688813138,0.0,3141570.5154363513,17868113.99999996,34321998.68881309 
 04/22  10:00:00,3925014.795725753,0.0,3427206.6223489665,17868113.99999996,34607634.79572571 
 04/22  11:00:00,4055943.981216933,0.0,3558135.807840146,17868113.99999996,34738563.98121689 
 04/22  12:00:00,4217413.148764885,0.0,3719604.975388098,17868113.99999996,34900033.14876484 
 04/22  13:00:00,4350357.402292334,0.0,3852549.2289155466,17868113.99999996,35032977.40229229 
 04/22  14:00:00,4381985.204428562,0.0,3884177.0310517754,17868113.99999996,35064605.20442852 
 04/22  15:00:00,4413987.666135489,0.0,3916179.492758702,5360434.199999987,18744576.066135466 
 04/22  16:00:00,4446370.494311456,0.0,3948562.320934668,5360434.199999987,18776958.894311436 
 04/22  17:00:00,4373033.607627902,0.0,3875225.434251115,5360434.199999987,18703622.007627882 
 04/22  18:00:00,4234277.468588901,0.0,3736469.2952121133,1786811.399999996,13709792.468588892 
 04/22  19:00:00,4545858.012212245,0.0,4048049.8388354583,1786811.399999996,14021373.012212235 
 04/22  20:00:00,4545858.01101041,0.0,4048049.837633623,1786811.399999996,14021373.011010401 
 04/22  21:00:00,4568208.003701888,0.0,3940130.230392284,1786811.399999996,14043723.00370188 
 04/22  22:00:00,7665102.076749354,130563.44977507362,4082012.070664929,1786811.399999996,17140617.076749343 
 04/22  23:00:00,9515416.075621996,541762.0509179411,4116434.137410173,1786811.399999996,18990931.075621985 
 04/22  24:00:00,11005291.628377648,2141423.2692498066,4006648.4718339588,1786811.399999996,20480806.628377642 
 04/23  01:00:00,12410157.233748887,3546327.5282548536,4006609.8182001496,1786811.399999996,21885672.23374888 
 04/23  02:00:00,13313328.160683539,4560966.601556402,3895141.6718332567,1786811.399999996,22788843.160683535 
 04/23  03:00:00,14003363.94850379,5218102.344654327,3928041.7165555824,1786811.399999996,23478878.948503785 
 04/23  04:00:00,14564580.628402203,5746028.996768851,3961331.744339468,1786811.399999996,24040095.628402192 
 04/23  05:00:00,14893156.681447072,6222175.278556866,3813761.5155963236,1786811.399999996,24368671.68144706 
 04/23  06:00:00,15184706.952835483,6629654.699022266,3697832.366519336,1786811.399999996,24660221.952835478 
 04/23  07:00:00,9427546.6414206,756592.8503460415,3813733.9037806755,1786811.399999996,18903061.641420588 
 04/23  08:00:00,4459089.131619697,0.0,3961280.95824291,1786811.399999996,13934604.131619686 
 04/23  09:00:00,4572521.421713007,0.0,4074713.24833622,1786811.399999996,14048036.421712998 
 04/23  10:00:00,4830705.446699105,0.0,4332897.273322319,1786811.399999996,14306220.446699098 
 04/23  11:00:00,4939779.495931443,0.0,4441971.322554655,1786811.399999996,14415294.495931435 
 04/23  12:00:00,5047143.408909442,0.0,4549335.235532654,1786811.399999996,14522658.408909433 
 04/23  13:00:00,5256698.071787544,0.0,4758889.898410757,1786811.399999996,14732213.071787536 
 04/23  14:00:00,5358868.843095083,0.0,4861060.669718295,1786811.399999996,14834383.843095077 
 04/23  15:00:00,5459326.880211803,0.0,4961518.706835016,1786811.399999996,14934841.880211795 
 04/23  16:00:00,5645402.251060599,0.0,5147594.077683813,1786811.399999996,15120917.25106059 
 04/23  17:00:00,5881643.819455808,0.0,5383835.646079021,1786811.399999996,15357158.8194558 
 04/23  18:00:00,6277640.989094038,0.0,5779832.81571725,1786811.399999996,15753155.989094028 
 04/23  19:00:00,6481980.201088004,0.0,5984172.027711216,1786811.399999996,15957495.201087995 
 04/23  20:00:00,6690695.581127066,0.0,6192887.407750279,1786811.399999996,16166210.581127059 
 04/23  21:00:00,7939931.965808284,0.0,6192887.404537696,1786811.399999996,17415446.965808272 
 04/23  22:00:00,10376776.497742273,0.0,6505608.043370448,1786811.399999996,19852291.49774226 
 04/23  23:00:00,11421648.022271754,0.0,6564428.134977872,1786811.399999996,20897163.02227174 
 04/23  24:00:00,11481175.538477631,0.0,6623955.651183749,1786811.399999996,20956690.538477622 
 04/24  01:00:00,33650150.41130194,22169024.314992853,6623906.209015206,1786811.399999996,45688566.611301936 
 04/24  02:00:00,31598992.735956926,20219162.073164865,6522610.775498177,1786811.399999996,43637408.935956925 
 04/24  03:00:00,29772553.205829363,18495862.910249516,6419470.408285966,1786811.399999996,41810969.405829355 
 04/24  04:00:00,28284563.442276422,17169766.649165593,6257576.905816948,1786811.399999996,40322979.64227642 
 04/24  05:00:00,27668358.626824714,16821644.017565995,5989494.721964836,1786811.399999996,39706774.82682471 
 04/24  06:00:00,25274803.574194673,14589509.742144573,5828073.944756215,3573622.799999992,39100031.17419465 
 04/24  07:00:00,53815897.28341561,43130593.5705688,5828083.825552937,3573622.799999992,67641124.8834156 
 04/24  08:00:00,25940554.161315173,15365014.857001094,5718319.417020197,10720868.399999974,46913027.36131514 
 04/24  09:00:00,9235888.788067702,0.0,7139229.06795845,32162605.199999925,64464604.788067624 
 04/24  10:00:00,12362415.24163654,0.0,11713098.634855285,32162605.199999925,67591131.24163646 
 04/24  11:00:00,14331320.556955751,0.0,13624083.31970949,32162605.199999925,69560036.55695565 
 04/24  12:00:00,14524939.799041193,0.0,13815835.786077272,32162605.199999925,69753655.7990411 
 04/24  13:00:00,15097074.749169664,0.0,14367082.566842135,32162605.199999925,67762889.54916957 
 04/24  14:00:00,21112863.78362178,0.0,19926291.051956587,32162605.199999925,76341579.78362168 
 04/24  15:00:00,21821948.84250855,0.0,20519065.04373312,32162605.199999925,77050664.84250847 
 04/24  16:00:00,23060530.530773036,0.0,21417962.75038164,32162605.199999925,78289246.53077295 
 04/24  17:00:00,20172247.221867684,0.0,18820365.45415549,32162605.199999925,75400963.22186762 
 04/24  18:00:00,12362917.312835146,0.0,11577089.832418423,25015359.599999942,57881486.51283508 
 04/24  19:00:00,6599437.70027176,0.0,1998628.7576189418,17868113.99999996,39844958.900271714 
 04/24  20:00:00,2558528.1826990265,0.0,2060720.0093222396,17868113.99999996,35804049.38269897 
 04/24  21:00:00,2929112.0260499245,53847.55332846689,2030070.6995238266,10720868.399999974,26464486.426049888 
 04/24  22:00:00,4268172.292065831,469594.85075685364,1791326.5320305103,10720868.399999974,27803546.6920658 
 04/24  23:00:00,18105530.68302632,11588212.281025805,1660098.5147066384,3573622.799999992,31930758.28302631 
 04/24  24:00:00,23227140.185075957,16745771.164940683,1624149.132841398,1786811.399999996,35265556.38507595 
 04/25  01:00:00,25792090.408303667,19333940.70768846,1600929.8133213231,1786811.399999996,37830506.60830365 
 04/25  02:00:00,27331489.365686815,20896097.017661147,1578172.4607317783,1786811.399999996,39369905.56568679 
 04/25  03:00:00,28188952.61329026,21665775.516334116,1665957.2096622654,1786811.399999996,40227368.81329026 
 04/25  04:00:00,29697658.815165754,23064173.751566224,1776265.1763056472,1786811.399999996,41736075.015165746 
 04/25  05:00:00,30596302.836413972,24061099.4261963,1677983.5229237867,1786811.399999996,42634719.036413975 
 04/25  06:00:00,29545225.18797144,22997963.1242265,1690042.1764510518,3573622.799999992,43370452.78797143 
 04/25  07:00:00,50911696.95607574,44388445.1280898,1666031.940692058,3573622.799999992,64736924.55607574 
 04/25  08:00:00,15656146.331898468,9022661.26278929,1776265.1818152964,10720868.399999974,36628619.53189843 
 04/25  09:00:00,6504405.799129251,0.0,5060760.135205697,32162605.199999925,61733121.79912916 
 04/25  10:00:00,8269021.342345313,0.0,7098000.988229568,32162605.199999925,63497737.34234524 
 04/25  11:00:00,8170271.563203127,0.0,7021891.166866623,32162605.199999925,63398987.56320304 
 04/25  12:00:00,7505202.420100278,0.0,6385619.454247355,32162605.199999925,62733918.420100205 
 04/25  13:00:00,8214577.785647119,0.0,7076464.363747487,32162605.199999925,60880392.58564704 
 04/25  14:00:00,14409383.838698909,0.0,13394432.86486261,32162605.199999925,69638099.8386988 
 04/25  15:00:00,17000225.907098275,0.0,15702205.10026033,32162605.199999925,72228941.90709819 
 04/25  16:00:00,20179825.75910775,0.0,18364807.416833885,32162605.199999925,75408541.75910766 
 04/25  17:00:00,22186681.6091675,0.0,19986989.477987424,32162605.199999925,77415397.60916743 
 04/25  18:00:00,17792962.09248085,0.0,16508100.800902683,25015359.599999942,63311531.29248078 
 04/25  19:00:00,5139477.925540304,0.0,3267746.5716117006,17868113.99999996,38384999.12554025 
 04/25  20:00:00,3666517.021066446,0.0,3168708.8476896584,17868113.99999996,36912038.22106639 
 04/25  21:00:00,4767434.593516253,248878.6878018336,3092333.5644763703,10720868.399999974,28302808.99351623 
 04/25  22:00:00,8717430.278202351,1577729.2822701298,2966025.919589358,10720868.399999974,32252804.678202312 
 04/25  23:00:00,24336577.956252128,16513332.148808975,2966025.920149269,3573622.799999992,38161805.55625212 
 04/25  24:00:00,29992059.38318726,22294756.89681988,2840082.5990735022,1786811.399999996,42030475.58318725 
 04/26  01:00:00,31782894.942910023,24107647.85165684,2818027.203959291,1786811.399999996,43821311.14291001 
 04/26  02:00:00,32936790.00501626,25159520.870369546,2920049.247352831,1786811.399999996,44975206.20501625 
 04/26  03:00:00,33395896.828552913,25518141.52519782,3020535.4160612095,1786811.399999996,45434313.0285529 
 04/26  04:00:00,33779082.30006959,25826571.61888309,3095290.793892624,1786811.399999996,45817498.500069596 
